order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD025644,ID0723957249,2019-03-01,Bakers,"[('Universe Note', 2), ('iStream', 2)]",7200.0,66.4,-37.8026155,145.00515009999995,25,5466.4,Autumn,False,1.1983,amazing phone for the price exactly what i was looking for my old phone didn't hold a charge for half a day this can easily last over a day of normal usage the screen is very readable outside and has a pretty decent camera for the price this is definitely worth it.,1.0
ORD334340,ID0176721271,2019-06-20,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1)]",9810.0,74.98,-37.8141917,144.9671072,15,8413.48,Winter,True,0.5352,i bought a second one! a wonderful phone especially for the price. if you want a considerably capable olivia phone at 10-20% of their flagship phone price than the a20 is the way to go. placed sim from my us at&t phone in this device and was up and running within minutes.,1.0
ORD482707,ID0710018068,2019-12-13,Thompson,"[('Thunder line', 2), ('pearTV', 2), ('Candle Inferno', 2)]",17840.0,95.74,-37.8151825,144.936401,10,16151.74,Summer,True,0.9788,is great. use it for music mostly.,1.0
ORD393898,ID0591393322,2019-04-10,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 1)]",17590.0,65.42,-37.8193484,144.9614874,0,17655.42,Autumn,False,0.714,five stars great phone! excellent customer service from seller!!!!,1.0
ORD391247,ID0703556742,2019-08-28,Thompson,"[('Alcon 10', 1), ('Thunder line', 2)]",13310.0,63.17,-37.8061735,144.95614619999995,25,10045.67,Winter,True,1.0774,"the phone is defective phone keeps restarting after five minutes of use, as doenst come with warranty i just bought the most expensive paperweight bad product",0.0
ORD467998,ID5402876183,2019-03-15,Nickolson,"[('Candle Inferno', 1), ('iStream', 1), ('pearTV', 1)]",6890.0,,-37.820542,144.976733,25,5232.73,Autumn,False,0.6677,"nice phone bought this to replace my moms j3. she likes this was much better. little bigger, little faster, better camera",1.0
ORD333753,ID0131213185,2019-10-29,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 1), ('Olivia x460', 1)]",18815.0,79.44,-37.8133061,144.9603376,25,14190.69,Spring,False,1.0015,universe note 10 plus great phone.,1.0
ORD426389,ID0060653733,2019-10-02,Thompson,"[('pearTV', 2), ('Toshika 750', 2), ('Thunder line', 2), ('Candle Inferno', 2)]",26480.0,57.89,-37.8127594,144.9428102,5,25213.89,Spring,False,0.3746,this device does not interact with my home filled with pear devices.  how disappointing!,0.0
ORD096457,ID0282852693,2019-01-08,Bakers,"[('Thunder line', 2), ('iStream', 1), ('Alcon 10', 1), ('Candle Inferno', 2)]",14320.0,83.98,-37.7964505,145.0087756,10,12971.98,Summer,False,1.9216,love my thunder line easy to use and set up,1.0
ORD175686,ID4637139144,2019-12-28,Thompson,"[('pearTV', 1), ('Toshika 750', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",17405.0,90.61,-37.8087991,144.94791830000003,5,16625.36,Summer,True,0.4377,"amazing phone. no regrets i use this phone as my daily work horse. amazed by the quality, speed and battery life of the phone. 100% recommended",1.0
ORD188356,ID0331414893,2019-10-23,Bakers,"[('Thunder line', 1), ('Candle Inferno', 2), ('Alcon 10', 2), ('iStream', 1)]",21090.0,82.36,-37.820376,145.00206709999995,5,20117.86,Spring,False,1.3025,a+ with 5 gold stars!!! worth it!!! especially if you can't afford the new thousand dollar phone's this eill do. trust me! it's a olivia! it should be more expensive! loves it!,1.0
ORD262200,ID1985549819,2019-08-13,Nickolson,"[('pearTV', 2), ('Thunder line', 1), ('Alcon 10', 1)]",,84.59,-37.8007669,144.9668691,15,,Winter,True,1.9985,five stars excellent experience so far!,1.0
ORD479142,ID1234672054,2019-02-18,Nickolson,"[('Thunder line', 1), ('iStream', 2), ('Lucent 330S', 1)]",3710.0,73.06,-37.8221711,144.9634245,5,3597.56,Summer,False,0.6698,price vs quality great,1.0
ORD120587,ID3146808090,2019-09-22,Bakers,"[('Universe Note', 2), ('Lucent 330S', 2)]",,84.96,-37.81319129999999,144.9902056,0,,Spring,True,0.5674,"short lived. i bought this as a replacement phone for my college daughter, as hers died. it was just like her old phone, and we thought this would pickup where the other left off. she used it for 3 months, and it died. i really expected at least year. nothing lasts forever...",0.0
ORD166100,ID2272185758,2019-07-28,Bakers,"[('iStream', 2), ('Thunder line', 1)]",2480.0,82.44,-37.81632379999999,145.01423469999997,25,1942.44,Winter,True,1.8135,good value few scratches in back otherwise perfect condition doesn't come in original box or have any accessories but a really good value for money,1.0
ORD407783,ID2658548177,2019-09-26,Thompson,"[('Candle Inferno', 2), ('pearTV', 1)]",7170.0,82.03,-37.8036661,144.9630279,0,7252.03,Spring,False,1.7249,three stars very nice but does not work with us cellular.,1.0
ORD132213,ID0129952493,2019-02-11,,"[('Olivia x460', 1), ('Toshika 750', 1)]",5545.0,86.02,-37.8072023,144.99642219999996,25,4244.77,Summer,True,0.3281,"ok, but specs different than advertised. this is a pretty decent phone for the price. however, the description is wrong. as mentioned by other reviewers, the phone has 1g of ram, not 2. screen is mediocre but serviceable.",1.0
ORD413577,ID0363988495,2019-09-05,Bakers,"[('Candle Inferno', 1), ('Toshika 750', 2), ('Alcon 10', 1)]",18020.0,100.96,-37.802519200000006,144.9922671,25,13615.96,Spring,True,0.8722,👍 this phone is amazing!,1.0
ORD304456,ID2177825298,2019-03-18,,"[('iStream', 2), ('iAssist Line', 1)]",2525.0,66.45,-37.812452,145.0122352,15,2212.7,Autumn,True,,one star wast of money,0.0
ORD295432,ID6167265866,2019-07-01,Nickolson,"[('Thunder line', 1), ('iAssist Line', 1), ('Lucent 330S', 1)]",5635.0,61.9,-37.8164377,144.967108,25,4288.15,Winter,False,0.3222,"cellular phone review. i was immensely satisfied with the product. its absolutely perfect for my needs. fast shipping, good service.",1.0
ORD140961,ID3721159057,2019-07-15,Bakers,"[('Lucent 330S', 1), ('Thunder line', 2), ('iStream', 1), ('Olivia x460', 2)]",8190.0,71.44,-37.8166191,145.0134406,25,6213.94,Winter,False,1.7629,"you can have up to 3 different phone providers on the same phone. the product was really good for your buck. all the featers you get on this phone, i have no personal complain. everything is really responsive, and the amount of memory is also not bad.",
ORD102265,ID0578120680,2019-09-03,Thompson,"[('Olivia x460', 2), ('Thunder line', 2)]",6810.0,80.18,-37.8240196,144.942638,15,5868.68,Spring,False,1.3218,perfect burner phone. cheap durable exactly what i wanted.,
ORD187066,ID1449295036,2019-10-15,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 2), ('Thunder line', 1), ('pearTV', 1)]",13400.0,81.01,-37.8168287,144.9823523,10,12141.01,Spring,False,1.1427,i love the camera great product,1.0
ORD018807,ID0576868759,2019-09-24,,"[('iStream', 2), ('Alcon 10', 1)]",9250.0,84.03,-37.824038,144.99054130000005,10,8409.03,Spring,False,1.6166,quick with getting the product to me and quick with responses. i really like the phone everything works fine.,1.0
ORD151419,ID0519816212,2019-06-06,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('Toshika 750', 1), ('iAssist Line', 1)]",9000.0,71.17,-37.8275232,144.95117240000005,25,6821.17,Winter,False,1.692,five stars excellent!,1.0
ORD178084,ID0591407730,2019-09-02,Nickolson,"[('Universe Note', 1), ('Alcon 10', 1), ('pearTV', 1), ('iAssist Line', 2)]",23160.0,78.98,-37.8231807,144.96072790000005,5,22080.98,Spring,False,0.9287,"great features great phone, big screen, nfc, fingerprint scanner, good audio quality, all the features i like.",1.0
ORD495236,ID3367904406,2019-04-23,Nickolson,"[('Alcon 10', 2), ('iAssist Line', 1)]",20125.0,80.8,-37.81293270000001,144.9680768,5,19199.55,Autumn,True,0.6435,"lucentrolla perfection after many cell phones of other brands i decided to go back to lucentrolla. i love this phone, while i wish it had a few more features, it's a perfect smart phone for the thrifty phone buyer, comparable to the two leading phone names but at a fraction of the price.",1.0
ORD225912,ID0581702946,2019-10-15,Thompson,"[('iStream', 2), ('Toshika 750', 1)]",4620.0,71.07,-37.815102,144.9230496,5,4460.07,Spring,False,2.1295,wifi stopped working-no guarantee for the device xiaomi in my country ask money to fix it after a few weeks wifi stopped totally working the xiaomi in greece say they cant fix it if i dont pay a lot of money i wonder why there is no quarantee,0.0
ORD160277,ID0287629445,2019-12-13,Thompson,"[('iStream', 2), ('iAssist Line', 1), ('Candle Inferno', 1)]",2955.0,78.16,-37.8051406,144.9489936,15,2589.91,Summer,True,0.8554,charging port sucks my phone didn't even last a week. first the charger stopped working. then i bought a new one. now my charging port went out.,0.0
ORD340058,ID0287630779,2019-09-14,Thompson,"[('Thunder line', 1), ('Toshika 750', 2)]",10820.0,102.51,-37.8054761,144.94402030000003,10,9840.51,Spring,True,0.8448,"have not had time to really use it, but hope to download books and games.",1.0
ORD303400,ID2705192017,2019-06-13,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('iAssist Line', 1), ('Thunder line', 1)]",9955.0,,-37.8213835,144.9694675,0,10017.94,Winter,False,0.3105,four stars thank yo u your a best seller,1.0
ORD274518,ID0581731627,2019-06-18,Thompson,"[('Universe Note', 1), ('Alcon 10', 2)]",21350.0,85.99,-37.804762,144.9241477,10,19300.99,Winter,True,2.1998,"great little phone! i mostly love the sound volume and quality, since i am hard of hearing. i like all other features of it too. however, it's now out of production, so it's hard to find them.",1.0
ORD018841,ID3793626747,2019-10-21,Nickolson,"[('Candle Inferno', 1), ('iStream', 2)]",730.0,88.01,-37.82316760000001,144.97813180000003,0,818.01,Spring,True,0.9102,"unlocked but it accepts only verizon sim which is painful to have it delivered and return it back description should be very clear,unlocked but it accepts only verizon sim which is painful to have it delivered and return it back.unhappy about this deal.",0.0
ORD074769,ID0267319278,2019-04-26,Nickolson,"[('Thunder line', 1), ('pearTV', 2), ('iAssist Line', 2), ('Alcon 10', 2)]",37150.0,77.41,-37.823141,144.9707969,5,35369.91,Autumn,True,0.5178,"16gb camera quality perfect flat and easy to use high speed processor, 16gb camera quality perfect flat and easy to use. love love.",1.0
ORD393502,ID3114181810,2019-12-14,Nickolson,"[('iStream', 1), ('Alcon 10', 2), ('Lucent 330S', 2), ('pearTV', 2)]",33130.0,82.19,-37.8112434,144.9636954,15,28242.69,Summer,True,0.9669,died within 3 months! it's only 4 days past return window too! purchased this new phone in november 2016. it died today 2/4/17. it won't charge or turn on. i maintained it meticulously in a case and treated it with tlc.,
ORD466657,ID0598401526,2019-06-26,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 2), ('Alcon 10', 2)]",26030.0,74.98,-37.8145453,144.96397140000005,0,26104.98,Winter,True,0.6663,great phone great for a refurbished phone.,1.0
ORD088401,ID2975216739,2019-03-13,Thompson,"[('iAssist Line', 2), ('Toshika 750', 2), ('Lucent 330S', 1)]",14320.0,83.88,-37.7992678,144.95919980000005,10,12971.88,Autumn,True,1.8344,value for money. a very good phone. five months of usage and no problem thus far.,
ORD399882,ID0767664999,2019-09-28,,"[('Olivia x460', 1), ('Universe Note', 1)]",4675.0,91.3,-37.8080452,144.97335880000003,10,4298.8,Spring,True,1.2212,do not buy from them i spent almost 400 dollars. got the phone tried to activate. had to call verizon. verizon told me that the phone can't be activated because whoever sold me the phone never paid the bill so the phone can never be activated. they sold me a phone that will never work. i would rate 0 but unfortunately its not an option.,0.0
ORD304370,ID3085953501,2019-10-28,Nickolson,"[('Alcon 10', 1), ('Thunder line', 1), ('Toshika 750', 1), ('pearTV', 2)]",28070.0,85.1,-37.8180818,144.9777076,0,28155.1,Spring,True,0.7195,"broke less than a year after purchase bought this phone in march 2019 and it broke already. the phone stopped charging, i had to hold it just right to charge for a couple of days and then it died completely:( all my pictures are gone :(",0.0
ORD093159,ID1249092049,2019-11-24,Bakers,"[('Candle Inferno', 1), ('Universe Note', 2)]",7330.0,103.66,-37.8031045,144.9905,25,5601.16,Spring,True,0.8728,best buy for under 200$ love this phone so much i bought one for my wife,1.0
ORD015278,ID0052600156,2019-08-10,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 1)]",2085.0,83.26,-37.7998614,144.9588099,10,1959.76,Winter,True,1.7608,"when the phone works it works great, but often freezes to the point that i ... when the phone works it works great, but often freezes to the point that i have to restart it at least once a week and the seller has no type warranty uggh",1.0
ORD432449,ID1964023935,2019-06-29,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('pearTV', 1)]",9630.0,78.6,-37.8189643,144.9525952,25,7301.1,Winter,True,0.8524,un gran teléfono genial,1.0
ORD375003,ID0576859101,2019-01-23,,"[('Alcon 10', 1), ('Toshika 750', 2), ('Lucent 330S', 1), ('iStream', 1)]",18970.0,102.68,-37.8246285,144.9888834,5,18124.18,Summer,True,1.7219,great for the money! exellent product for the cost. a flagship phone with arguably the best camera on the market for around 500$. it came with all the stock pieces that would be included from google exept for headphines.,1.0
ORD194797,ID0245507480,2019-01-31,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1), ('Olivia x460', 2), ('iStream', 1)]",22725.0,70.53,-37.7991342,144.9613558,0,22795.53,Summer,False,1.9622,"for the price, it's tough to complain but it does occasionally stutter or get slow downs. overall, you can't find a tablet at this price that will outperform but if you do have the extra money, i would use it for the new inferno hd 8 instead.",0.0
ORD305160,ID0591258328,2019-11-07,Thompson,"[('Lucent 330S', 1), ('pearTV', 1), ('Toshika 750', 1)]",11860.0,105.57,-37.8242187,144.9537168,0,11965.57,Spring,True,1.4119,looks good so far im going to use this week with my over see trip .looks good so far.,1.0
ORD072665,ID0846567423,2019-06-19,Nickolson,"[('iStream', 2), ('Alcon 10', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]",12335.0,58.63,-37.82023220000001,144.96873290000005,10,11160.13,Winter,True,0.1959,camera overrated sim card malfunction camera way overrated. phone accidentally unlocks the screen with hardly any touch. i had to return the first phone because the sim card slot was broken,0.0
ORD187734,ID0547589976,2019-03-18,Bakers,"[('pearTV', 2), ('iStream', 1)]",12770.0,78.95,-37.8159539,144.9865358,10,11571.95,Autumn,True,1.0123,"as good as new the product arrived on time. the phone looked absolutely brand new. it came with a charger in a box. i have been using it for a week, haven’t found a problem at all. the phone is in perfect shape and does not show any problem. definitely recommended",
ORD371516,ID4544035099,2019-07-25,Nickolson,"[('Alcon 10', 1), ('Thunder line', 2)]",13310.0,76.54,-37.8121452,144.96289019999998,10,12055.54,Winter,True,0.9266,nice phone its working just fine in guatemala. carrier: tigo.,1.0
ORD170535,ID0634784119,2019-04-09,Thompson,"[('Thunder line', 1), ('iAssist Line', 2), ('Alcon 10', 2), ('Universe Note', 2)]",31430.0,,-37.81383320000001,144.9376909,25,23652.67,Autumn,True,0.8348,five stars great phone. just as advertised!,1.0
ORD100632,ID0577456446,2019-05-23,Bakers,"[('Candle Inferno', 1), ('iAssist Line', 1), ('Olivia x460', 1), ('Alcon 10', 1)]",12830.0,69.06,-37.823147,144.98825449999995,0,12899.06,Autumn,False,1.5873,five stars delivered on time works fine,1.0
ORD470693,ID3210158654,2019-12-25,,"[('Universe Note', 2), ('pearTV', 1), ('iStream', 2)]",13510.0,89.79,-37.8085942,144.948182,10,12248.79,Summer,True,,"excellent product excellent product, i bought it a few months ago and i have no complaint, the camera good resolution, the price is definitely very good",1.0
ORD013941,ID0628177510,2019-10-11,,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('pearTV', 1)]",9630.0,95.77,-37.8113413,144.9475256,15,8281.27,Spring,True,0.1536,"the phone was in great condition. it also works without any issues the phone was in great condition. it also works without any issues, but it did not include a sim card.",1.0
ORD497643,ID4061053474,2019-11-10,,"[('Toshika 750', 1), ('Lucent 330S', 2)]",6780.0,69.05,-37.80998889999999,144.9953274,15,5832.05,Spring,False,,five stars good phone i dont text but do receive them,1.0
ORD170068,ID0581717966,2019-11-05,Thompson,"[('Thunder line', 2), ('Olivia x460', 1)]",5585.0,90.93,-37.8054867,144.9351555,25,4279.68,Spring,True,1.3182,two stars didn’t work,0.0
ORD194402,ID6282174092,2019-10-20,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 1)]",4880.0,77.31,-37.8233588,144.9785671,5,4713.31,Spring,False,0.9538,"this is my second candle inferno hd. i was satisfied with the first one, but now i'm really enjoying the larger screen. my biggest need is to preserve the progress i've made in various games without having to replay them, but at least i have access to all my books, movies and games. love the candle!",1.0
ORD481000,ID0107156483,2019-01-25,Nickolson,"[('Thunder line', 2), ('iStream', 1)]",4510.0,64.23,-37.8263028,144.9798403,0,4574.23,Summer,False,1.2469,one star not working well after 5 months,0.0
ORD493262,ID4162427909,2019-07-31,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Lucent 330S', 2), ('iStream', 1)]",5695.0,73.61,-37.8197402,144.9700566,15,4914.36,Winter,True,0.135,gret back-up phone using this as an emergency back-up phone on verizon. nice unit for the price. small powerful and fast processor for 3g phone.,1.0
ORD191853,ID3268156354,2019-04-28,Nickolson,"[('iAssist Line', 2), ('pearTV', 2), ('Toshika 750', 2)]",25710.0,80.84,-37.8224721,144.9828079,5,24505.34,Autumn,True,1.2431,"don’t use it for much as i thought we would. synced with kasa-cam and use it to check up on our baby in the crib a lot. lyrics for music is cool, too. other than that it’s used as a clock and standard line’ish features.",1.0
ORD160363,ID0560986728,2019-05-01,,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685.0,66.47,-37.8199098,144.9436993,15,3198.72,Autumn,False,,excellent product arrived in time excellent product arrived in time indicated,1.0
ORD342230,ID0282825789,2019-11-17,Thompson,"[('pearTV', 2), ('Thunder line', 2), ('iStream', 2), ('Toshika 750', 1)]",21600.0,78.77,-37.8026926,144.95072539999995,5,20598.77,Spring,False,1.1566,"flip phone pleased with phone, i needed 1 that closed so i didn' t call everyone accidentally . a little pricey but it was what i needed",1.0
ORD244238,ID0471341037,2019-01-23,Nickolson,"[('Thunder line', 2), ('iAssist Line', 1)]",6585.0,81.56,-37.8040667,144.9668552,10,6008.06,Summer,False,1.6345,great buy! good value value for the money & easy to use.,1.0
ORD051278,ID0633912883,2019-05-22,Thompson,"[('pearTV', 2), ('Alcon 10', 2)]",30520.0,79.5,-37.8148074,144.95762390000004,10,27547.5,Autumn,True,0.9581,nice tabket for the money with many nice features and durable,1.0
ORD058552,ID0306968306,2019-05-24,Thompson,"[('Candle Inferno', 1), ('pearTV', 2)]",13050.0,81.36,-37.8158245,144.9326915,0,13131.36,Autumn,True,1.3121,"three stars it didn't come in retail packaging as stated, yes it's important for what i needed it for.",1.0
ORD159620,ID3072718448,2019-06-25,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",6770.0,53.31,-37.8252348,144.9567953,0,6823.31,Winter,False,1.3433,one star i was unable to active the phone because it had been reported lost or stolen.,
ORD279618,ID2314545797,2019-10-18,Bakers,"[('Thunder line', 2), ('iAssist Line', 2)]",8810.0,77.27,-37.8047344,144.9882562,0,8887.27,Spring,False,0.8482,"love it! finally upgraded from my pixel 1, and the pixel 2 is great! i couldn't even tell the phone had been refurbished - it looks new. i was worried about battery life, but so far, so good!",1.0
ORD110056,ID4095230643,2019-08-07,Bakers,"[('Olivia x460', 2), ('iAssist Line', 2), ('Thunder line', 1)]",9080.0,,-37.810386,144.992749,15,7792.03,Winter,True,0.2226,good purchase we've been using the phone for 4+ weeks now. we've had no issues with it.,1.0
ORD408850,ID6167489434,2019-01-28,Thompson,"[('Olivia x460', 1), ('Alcon 10', 2), ('Toshika 750', 1), ('Candle Inferno', 2)]",24305.0,74.24,-37.8119421,144.9594111,5,23163.99,Summer,False,1.0885,five stars i absolutely love it.,1.0
ORD088900,ID0581710144,2019-12-26,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2)]",20360.0,,-37.8050968,144.9287544,10,18407.55,Summer,False,1.8182,"love this product love this phone. works great. have been using it for several months, have had no problems. great camera and great sound quality. will never buy ""popular"" brand phone for outrageous price again.",1.0
ORD097219,ID0612726023,2019-07-05,Nickolson,"[('pearTV', 1), ('iStream', 1)]",6460.0,75.87,-37.8150923,144.9615645,15,5566.87,Winter,True,0.8033,great gift easy to use and she loves being able to take it anywhere,1.0
ORD305839,ID0740374973,2019-04-01,Bakers,"[('pearTV', 2), ('iStream', 2), ('Toshika 750', 1)]",17240.0,68.07,-37.8037097,145.0116178,10,15584.07,Autumn,False,1.602,five stars it was a great replacement for me note 7 until i could get the note 8. good condition.,1.0
ORD158210,ID2140983798,2019-09-02,Thompson,"[('Lucent 330S', 2), ('Universe Note', 2)]",9360.0,77.85,-37.8067305,144.9393992,10,8501.85,Spring,False,0.9448,best phone i've ever had best phone i've ever had. i had the olivia 4s prior to this one. the capabilities are incredible. i will never go back to alcons again. androids rule.,1.0
ORD000218,ID0778942036,2019-06-09,Bakers,"[('Lucent 330S', 2), ('Toshika 750', 2), ('iStream', 2), ('iAssist Line', 1)]",13625.0,,-37.8168985,145.0141518,25,10289.11,Winter,False,1.8327,bought as a gift for my 86 yr old mom to stalk her kids and grandkids on fb. she mastered it in a few.minutes with minimal instruction. now i have to watch my posts.,1.0
ORD246609,ID6167417949,2019-08-10,Nickolson,"[('Olivia x460', 2), ('Universe Note', 1), ('Toshika 750', 1), ('Alcon 10', 2)]",28120.0,75.6,-37.8141304,144.96319640000004,0,28195.6,Winter,True,0.7478,five stars i bought it for my son birthday and he love it,
ORD370844,ID0702352315,2019-11-18,Thompson,"[('iStream', 2), ('Universe Note', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",29550.0,60.48,-37.8053659,144.94149230000005,15,25177.98,Spring,False,0.9498,i have had nothing but problems with this phone from ... i have had nothing but problems with this phone from the start. it constantly freezes and is basically a pain to do anything with because of the freezing.,0.0
ORD121808,ID0137148242,2019-07-02,Thompson,"[('Alcon 10', 1), ('Thunder line', 2)]",13310.0,71.38,-37.7998331,144.93983469999995,0,13381.38,Winter,False,1.5645,a much needed upgrade amazing phone even in 2019. software upgraded to android pie and works like a charm,1.0
ORD287622,ID6167344579,2019-12-03,Nickolson,"[('pearTV', 1), ('Toshika 750', 1), ('Alcon 10', 1)]",19580.0,88.29,-37.816032,144.97258119999995,10,17710.29,Summer,True,0.3904,i love you so much,1.0
ORD325478,ID5276517410,2019-11-22,Nickolson,"[('Alcon 10', 1), ('Universe Note', 2)]",15850.0,61.87,-37.8152643,144.9777675,15,13534.37,Spring,False,0.8121,the phone is no good i bought this phone on july 18th 2018 and it's now august 21st and it stop working .. this is suppose to be a new phone i didn't even get a month service form it ... i do not recommend anyone to buy it,0.0
ORD154930,ID0207085815,2019-09-18,Bakers,"[('pearTV', 1), ('iAssist Line', 2)]",10760.0,83.24,-37.8103519,145.01521019999996,0,10843.24,Spring,False,1.7574,five stars love the phone it was flawless,
