order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD397932,ID0401416162,2019-10-09,Thompson,"[('Universe Note', 1), ('Lucent 330S', 2), ('Toshika 750', 1), ('Olivia x460', 1)]",11455,102.63,-37.8083623,144.9362725,25,8693.88,Spring,True,1.0639,"bought a second olivia s5.. i couldn't be more glad. great cell phone.. nice looking, worked as soon as it became active.",True
ORD236286,ID0373655653,2019-04-15,Thompson,"[('Alcon 10', 1), ('pearTV', 2)]",21570,41.68,-37.812911,144.9282021,10,19454.68,Autumn,True,1.6594,great wish i could give them 6!!!! positive experience,True
ORD090802,ID4733727852,2019-12-08,Thompson,"[('iStream', 1), ('Lucent 330S', 2), ('Olivia x460', 2)]",5060,95.24,-37.8042543,144.94920430000005,10,4649.24,Summer,True,0.9558,very good very good mobile,True
ORD353568,ID0575572024,2019-07-10,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 1), ('iStream', 2), ('Candle Inferno', 1)]",4410,67.07,-37.8242079,144.98029240000002,25,3374.57,Winter,False,1.1325,five stars perfect!!,True
ORD498286,ID1479897560,2019-05-26,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('Candle Inferno', 2), ('Toshika 750', 1)]",8780,66.36,-37.8201764,144.9578324,15,7529.36,Autumn,False,1.0454,"grate phone, grate phone, dose everything it's supposed to do, and more. really satisfied",True
ORD052388,ID2978792697,2019-07-10,Bakers,"[('Toshika 750', 1), ('Alcon 10', 1)]",13270,69.27,-37.8116233,145.0120991,5,12675.77,Winter,False,1.4944,two thumbs up! this was my 3rd time purchasing this phone in the last few years. crystal clear and easy to use. very affordable and best of all.............only $25.00 a month! great value!,True
ORD412026,ID6167344595,2019-08-25,Nickolson,"[('Universe Note', 1), ('iAssist Line', 2), ('Alcon 10', 2), ('pearTV', 1)]",32110,64.5,-37.8120814,144.9707261,10,28963.5,Winter,False,0.7324,great value and so worth it awesome phone. blazing fast and virtually brand new,True
ORD057437,ID5002594927,2019-08-06,Thompson,"[('Thunder line', 1), ('Alcon 10', 1), ('Olivia x460', 2), ('Candle Inferno', 1)]",14010,62.34,-37.8123815,144.951989,15,11970.84,Winter,False,0.4339,best phone!!! excellent phone. best android i've had!!! great customer service,True
ORD203160,ID0113535163,2019-07-16,Nickolson,"[('iStream', 2), ('Candle Inferno', 2), ('iAssist Line', 2), ('Olivia x460', 1)]",6835,59.07,-37.81729650000001,144.96416680000004,0,6894.07,Winter,True,0.495,buy at your own risk! false advertisement! advertised as a verizon phone and after receiving it i spent 45 minutes on the phone with a verizon csr only to learn that this is not a verizon phone. my activate sim card wasn't being recognized! immediately same day initiated a refund/return.,False
ORD171046,ID1458418011,2019-05-13,Bakers,"[('Thunder line', 2), ('Lucent 330S', 1), ('iStream', 2)]",5890,84.6,-37.8198084,145.0106476,0,5974.6,Autumn,True,1.7409,five stars best phone,True
ORD394156,ID2384091382,2019-12-14,Nickolson,"[('pearTV', 2), ('Lucent 330S', 2), ('iStream', 2), ('Olivia x460', 2)]",17830,75.69,-37.8079398,144.9733751,5,17014.19,Summer,False,1.2329,"great buy delivered when stated, in packaging, brand new and so far, performance is good. have only owned this product for less than a couple of weeks.",True
ORD161339,ID0168398786,2019-01-01,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 1)]",10180,95.01,-37.8115862,144.96075969999995,5,9766.01,Summer,True,1.0984,good phone bought for a replacement for my sister. she loves it,True
ORD233362,ID0529158996,2019-05-06,Thompson,"[('Olivia x460', 1), ('pearTV', 1), ('Lucent 330S', 2)]",9995,66.03,-37.8236483,144.940564,0,10061.03,Autumn,False,1.349,great phone great view.,True
ORD129551,ID2698607292,2019-09-15,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 1), ('Olivia x460', 1), ('Candle Inferno', 2)]",10215,44.2,-37.82303510000001,144.9787009,5,9748.45,Spring,True,0.9443,one star most horrible phone ever,False
ORD091162,ID6167236670,2019-04-19,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 1), ('Universe Note', 2), ('Olivia x460', 1)]",30345,80.21,-37.8095605,144.9711028,5,28907.96,Autumn,True,1.0149,"works perfectly over 1 month and operated perfectly, glad i went with the max.",True
ORD048292,ID5002595109,2019-02-21,Thompson,"[('Toshika 750', 1), ('Universe Note', 1), ('Thunder line', 2), ('iStream', 2)]",12430,133.845,-37.8120908,144.9533372,5,11942.345,Summer,True,0.5551,"i love my new thunder line! right now, i mainly use it to play music at night, but it gets the job done.",True
ORD013080,ID0373003028,2019-01-07,Bakers,"[('Universe Note', 1), ('Toshika 750', 1)]",7770,72.24,-37.8095508,144.98646330000003,0,7842.24,Summer,False,0.7728,my refurbished ipod touch is like new. my refurbished ipod touch is like new...very happy with it.,True
ORD396165,ID0312719433,2019-07-17,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 2)]",11100,86.18,-37.8003698,144.9635368,0,11186.18,Winter,True,1.9934,"great phone. this phone is great. it's fast, solid, and easy to set up. i have already recommended it to others. at this price it's even less then getting a similar phone with a contract and paying insurance every month and a $90 deductible. love the verizon prepay option as well.",True
ORD345119,ID0036823195,2019-04-16,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 1), ('iStream', 1), ('Universe Note', 2)]",12730,48.06,-37.813581,144.9468707,0,12778.06,Autumn,False,0.1025,defective didn't come with the case and was shutting down on its own. heard it was a good phone but mine was defective.,False
ORD451751,ID0589402311,2019-12-24,Nickolson,"[('Toshika 750', 1), ('iStream', 1)]",4470,73.29,-37.810034,144.9697155,10,4096.29,Summer,False,0.9531,olivia is #1. this s4 is absolutely amazing. i love the color of this phone and the quality is just amazing. i really love the packaging it's all original and the service with boost mobile is amazing. i love this phone probably in my top 3 for best phones i've had.,True
ORD018268,ID0440051918,2019-11-16,Bakers,"[('Olivia x460', 2), ('Thunder line', 2)]",6810,98.16,-37.8213317,144.99345119999995,0,6908.16,Spring,False,1.2715,video call hd doesn't work my video call hd doesn't work on this phone,False
ORD348142,ID3215191975,2019-06-09,Thompson,"[('pearTV', 2), ('Olivia x460', 1), ('Candle Inferno', 2), ('Alcon 10', 2)]",32605,75.51,-37.8077095,144.9555579,15,27789.76,Winter,True,0.9288,five stars love it,True
ORD252101,ID1463620519,2019-03-22,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 2)]",9810,52.47,-37.8168733,145.00726609999995,25,7409.97,Autumn,False,1.3062,"wrong color. i bought black onyx, and i think this is not it. at least it seems ok, though. got it just today, was traveling abroad and just got home.. lets see.. rating 1 star 'cuz i really didnt want this ugly color and this model is cheaper than black onyx.",False
ORD318140,ID0448078445,2019-09-05,Bakers,"[('Olivia x460', 2), ('Alcon 10', 2), ('Candle Inferno', 2), ('iStream', 2)]",21510,81.88,-37.7991985,144.9846673,25,16214.38,Spring,False,1.5192,sleek!!! great phone love all the features and slim fit,True
ORD376965,ID6245731105,2019-11-14,Nickolson,"[('Alcon 10', 1), ('pearTV', 2), ('iAssist Line', 2)]",26020,63.83,-37.80972720000001,144.9758772,10,23481.83,Spring,False,1.1331,seller isnt reliable. sold a bad item to me this item i was deceived in buying doesnt work good at all and the seller isnt truthful at all. terrible. beware of this seller please.,False
ORD209153,ID0708718062,2019-04-08,Thompson,"[('Candle Inferno', 1), ('Alcon 10', 1), ('pearTV', 2)]",22000,79.72,-37.8073498,144.9569726,5,20979.72,Autumn,True,1.0535,five stars great phone. i have opened every note and this is the best one ever,True
ORD416541,ID4544035095,2019-09-08,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 1), ('Alcon 10', 2), ('Thunder line', 2)]",27805,87.62,-37.8117664,144.96381609999997,5,26502.37,Spring,True,0.9122,does not work for verizon. this device did not work with verizon. i had verizon test the device and they confirmed it is not compatible with their network. had to return the device.,False
ORD292252,ID4952477297,2019-02-07,Thompson,"[('iStream', 2), ('Alcon 10', 1), ('iAssist Line', 1)]",11475,116.14500000000001,-37.8093498,144.95449109999996,0,11591.145,Summer,True,0.7503,bad phone bad phone,False
ORD445788,ID3144992722,2019-09-22,Bakers,"[('Alcon 10', 2), ('Toshika 750', 2), ('Olivia x460', 1), ('Universe Note', 1)]",31215,100.0,-37.8132804,144.984748,5,29754.25,Spring,True,0.9918,"five stars best android out there, in really good condition and had a spotless screen/back",True
ORD123932,ID2209383485,2019-02-08,Thompson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540,67.63,-37.7997486,144.9574922,25,19972.63,Summer,False,1.706,descontenta nunca trabajo el microfono yo no escucho cuando llaman sólo con blutood 😏😏,False
ORD087261,ID5167159987,2019-03-20,Bakers,"[('iStream', 1), ('Lucent 330S', 2)]",2610,80.94,-37.8116581,145.0045714,0,2690.94,Autumn,True,0.8419,"works with google fi excellent value for price, works with google fi",True
ORD161337,ID0711783720,2019-08-14,Thompson,"[('Universe Note', 2), ('Toshika 750', 2)]",15540,73.17,-37.816518,144.9459031,10,14059.17,Winter,True,0.4401,five stars great phone! works great and looks great. no problems at all. it even arrived early!,True
ORD306465,ID0126919692,2019-03-27,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 1), ('Thunder line', 1)]",12045,64.72,-37.8168653,144.9656426,25,9098.47,Autumn,False,0.394,husband loves his new phone. took it down to ... husband loves his new phone. took it down to my local verizon & for $5 they put in a sims card & activated the phone. would purchase again.,True
ORD379877,ID0591408006,2019-11-25,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1), ('Alcon 10', 2), ('Universe Note', 1)]",27850,102.73,-37.8215159,144.9611783,10,25167.73,Spring,True,0.8048,"i love this phone!!! its amazing! takes beautiful pics, doesnt drop calls, has alot of space, works good, is fast, i love it!!!",True
ORD309630,ID0723966536,2019-03-05,Bakers,"[('Universe Note', 1), ('Olivia x460', 2), ('Toshika 750', 2), ('iAssist Line', 2)]",18990,65.38,-37.8034041,145.0035216,25,14307.88,Autumn,True,1.0344,problems dont get good service with this phone,False
ORD074375,ID0247298493,2019-03-24,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1)]",6545,71.04,-37.79941,144.9605404,15,5634.29,Autumn,False,1.893,durable and reliable nice product for this price,True
ORD078524,ID6131956072,2019-04-26,Nickolson,"[('pearTV', 1), ('Thunder line', 2), ('Olivia x460', 2)]",13120,66.6,-37.823723,144.9807934,5,12530.6,Autumn,True,1.1415,is limited. does not play your own playlist? is ok.,False
ORD389923,ID0589766049,2019-11-01,Thompson,"[('iStream', 2), ('Lucent 330S', 1)]",1530,77.8,-37.8221771,144.9477447,25,1225.3,Spring,False,1.0596,"i liked the volume buttons on the side of my old 7"" inferno better than on top like this new 8"". that's the only reason i didn't give it a 5 star rating.",True
ORD182108,ID0137181091,2019-12-07,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('iStream', 2), ('pearTV', 1)]",12160,68.63,-37.8027007,144.9650326,25,9188.63,Summer,False,1.8134,"useless.....someone elses recalled garbage was a recall phone.....microphone immediately didnt work......useless, and sent it right nack",False
ORD390642,ID2185303494,2019-07-01,Thompson,"[('Olivia x460', 1), ('Thunder line', 2), ('Universe Note', 2)]",12485,63.53,-37.8103422,144.9550359,10,11300.03,Winter,False,0.7472,just what i need had a work phone like this one and was use to it. doesn't have all the bells and whistles but that is why i got it--simple!,True
ORD483979,ID0107172471,2019-08-30,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 2)]",6910,76.37,-37.8214213,144.9639248,15,5949.87,Winter,True,0.5863,"some times iassist is a little &#34;thick&#34;, but mostly good!",True
ORD430320,ID3189789232,2019-12-29,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('pearTV', 1), ('Alcon 10', 2)]",26295,83.5,-37.8040024,144.968017,15,22434.25,Summer,False,1.63,great olivia phone. great alternative to the note 10. bog screen and nice camera.,True
ORD327542,ID3199635545,2019-09-23,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 1)]",4680,82.95,-37.8052211,144.9692373,0,4762.95,Spring,False,1.489,like new worth the price,True
ORD196444,ID0589223764,2019-07-02,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1), ('Universe Note', 2), ('Olivia x460', 1)]",10735,63.03,-37.8154705,144.9670723,25,8114.28,Winter,False,0.4105,"i bought this for my daughter and she loves it! works great for youtube, istream and adding a few games. easy to learn how to use and no ""accidental"" purchases can be made if you use the option to switch user accounts.",True
ORD359270,ID0634784125,2019-05-28,Thompson,"[('pearTV', 2), ('Thunder line', 2)]",16980,63.51,-37.8138662,144.93714780000005,5,16194.51,Autumn,False,0.8825,i would buy from them again only had it a few weeks but i love it. came in great condition,True
ORD019593,ID3208518303,2019-07-04,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 2), ('iAssist Line', 1)]",11585,81.06,-37.8065523,144.9651534,0,11666.06,Winter,True,1.3952,stick with this until the 3a comes out this is an excellent phone and it still has good battery life even with android pie.,True
ORD451629,ID6226313842,2019-08-17,Bakers,"[('Olivia x460', 1), ('Lucent 330S', 1), ('Toshika 750', 1), ('pearTV', 1)]",13085,80.17,-37.8189675,144.98492,15,11202.42,Winter,True,1.349,perfect love it!!,True
ORD378038,ID6167489376,2019-07-22,Thompson,"[('Candle Inferno', 1), ('Universe Note', 1), ('Alcon 10', 2), ('Thunder line', 1)]",23960,79.25,-37.8084971,144.9580406,15,20445.25,Winter,True,1.0711,best phone 2019 nowadays like the expected,True
ORD046080,ID0846545708,2019-07-19,Nickolson,"[('iStream', 1), ('Lucent 330S', 1)]",1380,47.7,-37.818553,144.96789219999997,25,1082.7,Winter,False,0.1459,phone received was not unlocked. phone received was not unlocked.,False
ORD347127,ID4391708632,2019-08-19,Nickolson,"[('pearTV', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",19440,67.48,-37.8221478,144.9599219,0,19507.48,Winter,False,0.9345,5 stars!!! i love my phone i am extremely happy with it it froze once but that was it other than that i haven't had any issues with it.,True
ORD464189,ID1463620428,2019-02-23,Bakers,"[('iAssist Line', 1), ('Lucent 330S', 2)]",4685,97.77,-37.81674829999999,145.0074769,15,4080.02,Summer,True,1.3132,very good phone its a damn good phone that comes with the peace of mind of you getting regular and on time update.,True
ORD331957,ID0634777739,2019-03-08,Thompson,"[('Olivia x460', 1), ('Universe Note', 1), ('Thunder line', 2)]",9035,65.53,-37.8147568,144.93777580000003,25,6841.78,Autumn,False,0.8495,this phone is great for the price for a budget phone it perform great. the screen is just amazing for the price. the only cons i can tell about this phone is that the camera doesn't perform good at low light situations. by other hand with daylight the camera perform as good as you will need.,True
ORD483534,ID0589720850,2019-04-04,Thompson,"[('Lucent 330S', 1), ('iStream', 2), ('Thunder line', 2), ('Universe Note', 2)]",12790,65.33,-37.822043,144.9555532,0,12855.33,Autumn,True,1.2824,purchased new and got a used phone! no stars. pkg came open and every item inside the package with the phone had been opened and used. not happy,False
ORD282943,ID2977758612,2019-11-18,Bakers,"[('pearTV', 2), ('Universe Note', 1)]",16070,107.39,-37.82462460000001,144.98885249999995,15,13766.89,Spring,True,1.7223,great value solid phone for it's price.,True
ORD243864,ID0723965015,2019-04-24,Bakers,"[('iStream', 2), ('Alcon 10', 1)]",9250,75.465,-37.8040907,145.0051631,0,9325.465,Autumn,False,1.0932,broken upon delivery phone came in box with back of phone broken in three places. phone was on when i opened the box. was supposed to be brand new.,False
ORD478557,ID0306905245,2019-09-20,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675,77.39,-37.8116403,144.93834980000003,10,4284.89,Spring,False,0.7754,"it's awsome,universe note 9 i like the universe note 9, it looked brand new , working great, thank you, the only issue i had was the charger was no good, but got a new charger and the phone is awsome, its worth 5 stars. i am a happy customer",True
ORD138544,ID0579498250,2019-01-09,Thompson,"[('iAssist Line', 2), ('Olivia x460', 1)]",5675,88.84,-37.8142019,144.94947140000005,10,5196.34,Summer,True,0.2713,i like it a lot an incredible phone i really recommend it,True
ORD256003,ID2189497215,2019-05-26,Nickolson,"[('Thunder line', 1), ('iStream', 1)]",2330,65.31,-37.8102793,144.97287769999997,0,2395.31,Autumn,False,0.9708,there's nothing bad i can say works great thank,True
ORD410837,ID0332797106,2019-10-29,Bakers,"[('Alcon 10', 2), ('iAssist Line', 2), ('Thunder line', 1)]",24530,74.5,-37.80902329999999,144.9998185,10,22151.5,Spring,False,0.4176,great deal phone seems great. a few nicks on the sides but that’s expected. an added bonus was the 3 free months of phone service that was included in the box.,True
ORD238225,ID6167359499,2019-06-13,Nickolson,"[('Thunder line', 2), ('iAssist Line', 1)]",6585,66.48,-37.8092035,144.97314319999995,0,6651.48,Winter,False,1.0921,value for money works well for normal use. camera is avg as expected,True
ORD046813,ID2096325836,2019-07-19,Thompson,"[('iAssist Line', 2), ('Universe Note', 2)]",11350,68.48,-37.8002666,144.9543413,15,9715.98,Winter,False,1.522,love it!! super fun! easy to use! my three year old even gets involved,True
ORD496964,ID1560149516,2019-04-13,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2)]",13090,79.91,-37.8159589,144.9380844,5,12515.41,Autumn,True,0.8707,i would like to highly recommend this type product to anyone who is interested in purchasing this. you wont be disappointed received it before the christmas and it was brand new. it came with the red xp box along with the charger and manual. great price!,True
ORD145228,ID0030385491,2019-12-11,Bakers,"[('Candle Inferno', 2), ('pearTV', 1), ('Thunder line', 2), ('Alcon 10', 1)]",20480,92.63,-37.81559960000001,144.9973708,10,18524.63,Summer,True,0.6515,love this!!! my daughter enjoys telling iassist what to do. haha,True
ORD446924,ID2984287416,2019-05-28,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 1)]",2455,81.4,-37.8019073,144.9565594,10,2290.9,Autumn,True,1.4605,five stars great cellphone. great price. delivery occurred in 2 days (with digico gold).,True
ORD160991,ID0547587098,2019-01-31,Bakers,"[('iStream', 2), ('Lucent 330S', 2)]",2760,70.01,-37.8142178,144.9901061,0,2830.01,Summer,False,0.6512,five stars one of my all time favorite phones.,True
ORD382964,ID4283908893,2019-02-23,Nickolson,"[('Candle Inferno', 1), ('Thunder line', 2), ('Alcon 10', 1), ('Universe Note', 2)]",20640,78.14,-37.81249920000001,144.9742733,0,20718.14,Summer,True,0.7956,it's waay cheaper on the site why waste so much money on a renewed phone when the new one on pear is for $150 less. what a rip off,False
ORD467977,ID2208129680,2019-09-26,Thompson,"[('Thunder line', 1), ('Universe Note', 1), ('iStream', 1), ('Toshika 750', 2)]",14420,105.16,-37.8038062,144.9574888,15,12362.16,Spring,True,1.3469,"perfect for me. so far so good. it is good phone, even compared with alcon xr. battery is good for whole day. size is perfect.",True
ORD134305,ID6167266635,2019-09-13,Nickolson,"[('Olivia x460', 2), ('Universe Note', 1), ('iStream', 2), ('Candle Inferno', 2)]",7060,53.02,-37.8070748,144.962652,25,5348.02,Spring,True,1.4187,five stars yes,True
ORD384576,ID3215192027,2019-01-24,Thompson,"[('iStream', 1), ('Alcon 10', 2), ('Universe Note', 2)]",24950,70.57,-37.8088693,144.9462635,10,22525.57,Summer,False,0.4293,i have had iassist since the beginning.  i accidentally spilled water on her and have replaced it with the 2nd generation.  i decided i couldn't be without an thunder.  setup was easy and had it working within minutes.,True
ORD233588,ID2384091388,2019-11-17,Nickolson,"[('Universe Note', 2), ('pearTV', 2), ('iAssist Line', 1)]",21745,79.35,-37.8081839,144.9731736,15,18562.6,Spring,False,1.2019,"it's worth that money than you spect work well with metro pcs,not problems ,dallas fort worth area",True
ORD045547,ID5402876148,2019-10-26,Nickolson,"[('Toshika 750', 1), ('iStream', 1), ('Olivia x460', 2), ('Lucent 330S', 2)]",9380,84.89,-37.8193872,144.9768168,0,9464.89,Spring,True,0.645,this is a bad information about unlocked phone this is a bad information about unlocked phone . this phone is locked in t mobile and you need to pay to unlocked it to t mobile . don't buy this phone if you don't want to be scam .,False
ORD245826,ID0103301615,2019-02-28,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 1), ('iStream', 2)]",17890,70.1,-37.8157514,144.96172919999995,5,17065.6,Summer,False,0.7572,great basic phone i read all the good reviews on this phone and the price was right so i ordered it. this phone is a great basic phone and works well for what i need and it was only $10. really like it.,True
ORD498395,ID0501018995,2019-11-25,Nickolson,"[('pearTV', 2), ('Toshika 750', 1), ('Universe Note', 2)]",23840,90.83,-37.8049443,144.9733423,25,17970.83,Spring,True,1.5557,"do not buy from edge cellular!!!!! do not buy from edge cellular!!!!!!! defective phone, doesn't work. looks like it was run through a wood chipper before purchase. digico refuses to replace our acknowledge that the seller is selling faulty products.",False
ORD147456,ID6167344587,2019-10-28,Nickolson,"[('Universe Note', 1), ('Candle Inferno', 2), ('Olivia x460', 2), ('Toshika 750', 1)]",11080,74.69,-37.8140499,144.9716334,5,10600.69,Spring,False,0.5381,my first tablet and it is just perfect for a beginner like me. easy to use and just the right size. i use it when i just need to check something quickly on the internet without having to turn on my desk top computer. very fast.,True
ORD096546,ID0259159143,2019-12-10,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 1), ('Thunder line', 2)]",15535,67.88,-37.8243704,144.98757980000005,5,14826.13,Summer,False,1.7107,i did not buy this i did not buy this,False
ORD233612,ID2096325801,2019-02-17,Thompson,"[('Universe Note', 2), ('Alcon 10', 1), ('Candle Inferno', 2), ('Thunder line', 2)]",21070,39.93,-37.8008011,144.953491,15,17949.43,Summer,False,1.4372,great budget cellphone great cell phone on the price range,True
